设备名,识别内容的名称,识别图像（矩形）左下角X值,识别图像（矩形）左下角Y值,识别图像（矩形）左上角X值,识别图像（矩形）左上角Y值,识别图像（矩形）右上角X值,识别图像（矩形）右上角Y值,识别图像（矩形）右下角X值,识别图像（矩形）右下角Y值
i5-12490F+RTX 2060s,红方队员,111,158,111,235,156,235,156,158
i5-12490F+RTX 2060s,足球,175,177,175,264,215,264,215,177
i5-12490F+RTX 2060s,红方队员,1467,189,1467,289,1506,289,1506,189
i5-12490F+RTX 2060s,足球,282,275,282,368,323,368,323,275
i5-12490F+RTX 2060s,红方队员,865,272,865,374,892,374,892,272
i5-12490F+RTX 2060s,足球,1029,307,1029,416,1069,416,1069,307
i5-12490F+RTX 2060s,红方队员,1324,366,1324,479,1369,479,1369,366
i5-12490F+RTX 2060s,红方队员,489,607,489,732,533,732,533,607
i5-12490F+RTX 2060s,蓝方队员,1838,885,1838,1035,1889,1035,1889,885
i5-12490F+RTX 2060s,足球,112,69,112,149,154,149,154,69
i5-12490F+RTX 2060s,红方队员,564,121,564,198,601,198,601,121
i5-12490F+RTX 2060s,红方队员,1223,103,1223,191,1264,191,1264,103
i5-12490F+RTX 2060s,足球,287,146,287,221,322,221,322,146
i5-12490F+RTX 2060s,红方队员,103,156,103,236,148,236,148,156
i5-12490F+RTX 2060s,足球,649,157,649,228,685,228,685,157
i5-12490F+RTX 2060s,足球,171,176,171,263,211,263,211,176
i5-12490F+RTX 2060s,红方队员,1467,187,1467,288,1501,288,1501,187
i5-12490F+RTX 2060s,足球,271,276,271,366,309,366,309,276
i5-12490F+RTX 2060s,红方队员,861,272,861,376,890,376,890,272
i5-12490F+RTX 2060s,足球,1027,309,1027,415,1066,415,1066,309
i5-12490F+RTX 2060s,红方队员,1324,364,1324,479,1366,479,1366,364
i5-12490F+RTX 2060s,红方队员,475,611,475,729,532,729,532,611
i5-12490F+RTX 2060s,蓝方队员,1836,888,1836,1034,1884,1034,1884,888
i5-12490F+RTX 2060s,红方队员,726,1004,726,1080,795,1080,795,1004
i5-12490F+RTX 2060s,足球,107,71,107,146,150,146,150,71
i5-12490F+RTX 2060s,红方队员,553,118,553,197,592,197,592,118
i5-12490F+RTX 2060s,红方队员,1215,103,1215,191,1262,191,1262,103
i5-12490F+RTX 2060s,足球,287,146,287,220,320,220,320,146
i5-12490F+RTX 2060s,红方队员,96,156,96,236,135,236,135,156
i5-12490F+RTX 2060s,足球,642,154,642,237,673,237,673,154
i5-12490F+RTX 2060s,足球,166,176,166,264,209,264,209,176
i5-12490F+RTX 2060s,红方队员,1466,188,1466,288,1497,288,1497,188
i5-12490F+RTX 2060s,足球,267,274,267,367,308,367,308,274
i5-12490F+RTX 2060s,红方队员,856,272,856,375,889,375,889,272
i5-12490F+RTX 2060s,足球,1025,309,1025,413,1061,413,1061,309
i5-12490F+RTX 2060s,红方队员,1321,364,1321,478,1363,478,1363,364
i5-12490F+RTX 2060s,红方队员,469,602,469,736,528,736,528,602
i5-12490F+RTX 2060s,蓝方队员,1831,886,1831,1040,1880,1040,1880,886
i5-12490F+RTX 2060s,红方队员,726,1003,726,1080,795,1080,795,1003
i5-12490F+RTX 2060s,红方队员,321,64,321,122,356,122,356,64
i5-12490F+RTX 2060s,足球,105,72,105,146,147,146,147,72
i5-12490F+RTX 2060s,红方队员,547,117,547,197,584,197,584,117
i5-12490F+RTX 2060s,红方队员,1214,104,1214,191,1260,191,1260,104
i5-12490F+RTX 2060s,足球,284,144,284,219,319,219,319,144
i5-12490F+RTX 2060s,红方队员,91,158,91,237,133,237,133,158
i5-12490F+RTX 2060s,足球,637,155,637,237,667,237,667,155
i5-12490F+RTX 2060s,足球,155,176,155,256,194,256,194,176
i5-12490F+RTX 2060s,红方队员,1465,186,1465,288,1495,288,1495,186
i5-12490F+RTX 2060s,足球,258,274,258,370,310,370,310,274
i5-12490F+RTX 2060s,红方队员,851,270,851,376,886,376,886,270
i5-12490F+RTX 2060s,足球,1025,309,1025,412,1059,412,1059,309
i5-12490F+RTX 2060s,红方队员,1315,364,1315,477,1363,477,1363,364
i5-12490F+RTX 2060s,红方队员,457,609,457,731,521,731,521,609
i5-12490F+RTX 2060s,蓝方队员,1827,889,1827,1036,1877,1036,1877,889
i5-12490F+RTX 2060s,红方队员,727,1002,727,1080,793,1080,793,1002
i5-12490F+RTX 2060s,足球,107,76,107,139,138,139,138,76
i5-12490F+RTX 2060s,红方队员,541,118,541,197,575,197,575,118
i5-12490F+RTX 2060s,红方队员,1212,105,1212,190,1259,190,1259,105
i5-12490F+RTX 2060s,足球,282,144,282,218,316,218,316,144
i5-12490F+RTX 2060s,红方队员,84,152,84,235,122,235,122,152
i5-12490F+RTX 2060s,足球,627,155,627,239,663,239,663,155
i5-12490F+RTX 2060s,足球,144,174,144,256,186,256,186,174
i5-12490F+RTX 2060s,红方队员,1463,186,1463,284,1492,284,1492,186
i5-12490F+RTX 2060s,足球,249,271,249,369,303,369,303,271
i5-12490F+RTX 2060s,红方队员,844,271,844,375,885,375,885,271
i5-12490F+RTX 2060s,足球,1023,309,1023,416,1058,416,1058,309
i5-12490F+RTX 2060s,红方队员,1312,363,1312,477,1360,477,1360,363
i5-12490F+RTX 2060s,红方队员,451,609,451,733,516,733,516,609
i5-12490F+RTX 2060s,蓝方队员,1821,893,1821,1038,1876,1038,1876,893
i5-12490F+RTX 2060s,红方队员,727,1002,727,1080,790,1080,790,1002
i5-12490F+RTX 2060s,足球,103,78,103,141,133,141,133,78
i5-12490F+RTX 2060s,红方队员,537,117,537,194,572,194,572,117
i5-12490F+RTX 2060s,红方队员,1211,104,1211,191,1257,191,1257,104
i5-12490F+RTX 2060s,足球,274,143,274,216,307,216,307,143
i5-12490F+RTX 2060s,红方队员,77,149,77,234,116,234,116,149
i5-12490F+RTX 2060s,足球,622,153,622,237,655,237,655,153
i5-12490F+RTX 2060s,足球,138,175,138,256,176,256,176,175
i5-12490F+RTX 2060s,红方队员,1459,187,1459,286,1484,286,1484,187
i5-12490F+RTX 2060s,足球,237,270,237,369,300,369,300,270
i5-12490F+RTX 2060s,红方队员,842,271,842,372,882,372,882,271
i5-12490F+RTX 2060s,足球,1020,310,1020,415,1058,415,1058,310
i5-12490F+RTX 2060s,红方队员,1309,362,1309,478,1361,478,1361,362
i5-12490F+RTX 2060s,红方队员,445,612,445,731,506,731,506,612
i5-12490F+RTX 2060s,蓝方队员,1814,891,1814,1038,1870,1038,1870,891
i5-12490F+RTX 2060s,足球,102,77,102,141,130,141,130,77
i5-12490F+RTX 2060s,红方队员,528,116,528,191,565,191,565,116
i5-12490F+RTX 2060s,红方队员,1210,104,1210,192,1254,192,1254,104
i5-12490F+RTX 2060s,足球,273,145,273,215,305,215,305,145
i5-12490F+RTX 2060s,红方队员,66,150,66,227,110,227,110,150
i5-12490F+RTX 2060s,足球,618,153,618,237,649,237,649,153
i5-12490F+RTX 2060s,足球,134,173,134,254,168,254,168,173
i5-12490F+RTX 2060s,红方队员,1457,191,1457,287,1482,287,1482,191
i5-12490F+RTX 2060s,足球,229,272,229,369,296,369,296,272
i5-12490F+RTX 2060s,红方队员,840,273,840,375,882,375,882,273
i5-12490F+RTX 2060s,足球,1019,311,1019,414,1056,414,1056,311
i5-12490F+RTX 2060s,红方队员,1307,362,1307,475,1358,475,1358,362
i5-12490F+RTX 2060s,红方队员,443,614,443,732,500,732,500,614
i5-12490F+RTX 2060s,蓝方队员,1811,892,1811,1038,1870,1038,1870,892
i5-12490F+RTX 2060s,红方队员,724,1000,724,1081,789,1081,789,1000
i5-12490F+RTX 2060s,足球,89,61,89,138,122,138,122,61
i5-12490F+RTX 2060s,红方队员,515,115,515,190,558,190,558,115
i5-12490F+RTX 2060s,红方队员,1210,102,1210,192,1252,192,1252,102
i5-12490F+RTX 2060s,足球,270,145,270,211,304,211,304,145
i5-12490F+RTX 2060s,红方队员,58,148,58,227,100,227,100,148
i5-12490F+RTX 2060s,足球,612,156,612,234,648,234,648,156
i5-12490F+RTX 2060s,足球,126,172,126,257,159,257,159,172
i5-12490F+RTX 2060s,红方队员,1452,188,1452,287,1480,287,1480,188
i5-12490F+RTX 2060s,足球,225,273,225,365,275,365,275,273
i5-12490F+RTX 2060s,红方队员,839,272,839,373,877,373,877,272
i5-12490F+RTX 2060s,足球,1017,312,1017,414,1057,414,1057,312
i5-12490F+RTX 2060s,红方队员,1303,363,1303,474,1344,474,1344,363
i5-12490F+RTX 2060s,红方队员,437,612,437,727,497,727,497,612
i5-12490F+RTX 2060s,蓝方队员,1807,891,1807,1040,1869,1040,1869,891
i5-12490F+RTX 2060s,足球,723,1000,723,1082,788,1082,788,1000
i5-12490F+RTX 2060s,足球,84,63,84,137,119,137,119,63
i5-12490F+RTX 2060s,红方队员,510,116,510,193,546,193,546,116
i5-12490F+RTX 2060s,红方队员,1209,105,1209,189,1246,189,1246,105
i5-12490F+RTX 2060s,红方队员,47,145,47,221,87,221,87,145
i5-12490F+RTX 2060s,足球,264,146,264,210,301,210,301,146
i5-12490F+RTX 2060s,足球,602,154,602,237,638,237,638,154
i5-12490F+RTX 2060s,足球,116,173,116,257,156,257,156,173
i5-12490F+RTX 2060s,红方队员,1442,189,1442,288,1476,288,1476,189
i5-12490F+RTX 2060s,足球,220,274,220,366,272,366,272,274
i5-12490F+RTX 2060s,红方队员,836,274,836,372,874,372,874,274
i5-12490F+RTX 2060s,足球,1005,310,1005,415,1049,415,1049,310
i5-12490F+RTX 2060s,红方队员,1305,366,1305,473,1340,473,1340,366
i5-12490F+RTX 2060s,红方队员,433,607,433,730,487,730,487,607
i5-12490F+RTX 2060s,蓝方队员,1805,890,1805,1044,1868,1044,1868,890
i5-12490F+RTX 2060s,足球,722,1000,722,1082,788,1082,788,1000
i5-12490F+RTX 2060s,足球,79,62,79,137,116,137,116,62
i5-12490F+RTX 2060s,红方队员,1209,100,1209,184,1241,184,1241,100
i5-12490F+RTX 2060s,红方队员,504,117,504,195,538,195,538,117
i5-12490F+RTX 2060s,红方队员,35,142,35,223,78,223,78,142
i5-12490F+RTX 2060s,足球,257,143,257,212,304,212,304,143
i5-12490F+RTX 2060s,足球,592,158,592,240,635,240,635,158
i5-12490F+RTX 2060s,足球,104,172,104,258,153,258,153,172
i5-12490F+RTX 2060s,红方队员,1433,190,1433,289,1474,289,1474,190
i5-12490F+RTX 2060s,足球,213,273,213,368,263,368,263,273
i5-12490F+RTX 2060s,红方队员,835,273,835,374,872,374,872,273
i5-12490F+RTX 2060s,足球,1004,312,1004,413,1047,413,1047,312
i5-12490F+RTX 2060s,红方队员,1300,363,1300,474,1337,474,1337,363
i5-12490F+RTX 2060s,红方队员,430,600,430,733,482,733,482,600
i5-12490F+RTX 2060s,蓝方队员,1804,888,1804,1044,1865,1044,1865,888
i5-12490F+RTX 2060s,足球,721,1000,721,1082,787,1082,787,1000
i5-12490F+RTX 2060s,足球,70,65,70,135,113,135,113,65
i5-12490F+RTX 2060s,红方队员,285,46,285,125,325,125,325,46
i5-12490F+RTX 2060s,红方队员,1208,101,1208,183,1238,183,1238,101
i5-12490F+RTX 2060s,红方队员,492,115,492,194,529,194,529,115
i5-12490F+RTX 2060s,红方队员,28,143,28,220,75,220,75,143
i5-12490F+RTX 2060s,足球,254,141,254,210,302,210,302,141
i5-12490F+RTX 2060s,足球,587,159,587,239,626,239,626,159
i5-12490F+RTX 2060s,足球,95,170,95,253,151,253,151,170
i5-12490F+RTX 2060s,红方队员,1431,191,1431,291,1472,291,1472,191
i5-12490F+RTX 2060s,足球,209,270,209,368,252,368,252,270
i5-12490F+RTX 2060s,红方队员,833,271,833,372,871,372,871,271
i5-12490F+RTX 2060s,足球,1007,312,1007,414,1046,414,1046,312
i5-12490F+RTX 2060s,红方队员,1292,363,1292,474,1333,474,1333,363
i5-12490F+RTX 2060s,红方队员,428,593,428,730,481,730,481,593
i5-12490F+RTX 2060s,蓝方队员,1803,889,1803,1038,1860,1038,1860,889
i5-12490F+RTX 2060s,足球,722,998,722,1081,786,1081,786,998
i5-12490F+RTX 2060s,红方队员,280,41,280,118,321,118,321,41
i5-12490F+RTX 2060s,足球,63,65,63,133,111,133,111,65
i5-12490F+RTX 2060s,红方队员,1205,102,1205,184,1237,184,1237,102
i5-12490F+RTX 2060s,红方队员,487,116,487,193,528,193,528,116
i5-12490F+RTX 2060s,红方队员,17,141,17,221,70,221,70,141
i5-12490F+RTX 2060s,足球,249,139,249,209,298,209,298,139
i5-12490F+RTX 2060s,足球,93,168,93,240,136,240,136,168
i5-12490F+RTX 2060s,足球,585,158,585,239,617,239,617,158
i5-12490F+RTX 2060s,红方队员,1429,192,1429,292,1469,292,1469,192
i5-12490F+RTX 2060s,足球,200,265,200,368,249,368,249,265
i5-12490F+RTX 2060s,红方队员,832,271,832,371,869,371,869,271
i5-12490F+RTX 2060s,足球,1005,311,1005,414,1044,414,1044,311
i5-12490F+RTX 2060s,红方队员,1286,363,1286,472,1328,472,1328,363
i5-12490F+RTX 2060s,红方队员,425,593,425,730,481,730,481,593
i5-12490F+RTX 2060s,蓝方队员,1803,887,1803,1043,1859,1043,1859,887
i5-12490F+RTX 2060s,足球,720,1000,720,1082,786,1082,786,1000
i5-12490F+RTX 2060s,足球,60,65,60,133,105,133,105,65
i5-12490F+RTX 2060s,红方队员,482,115,482,191,520,191,520,115
i5-12490F+RTX 2060s,红方队员,1199,105,1199,191,1230,191,1230,105
i5-12490F+RTX 2060s,红方队员,6,138,6,224,70,224,70,138
i5-12490F+RTX 2060s,足球,248,137,248,206,294,206,294,137
i5-12490F+RTX 2060s,足球,582,158,582,240,613,240,613,158
i5-12490F+RTX 2060s,足球,83,169,83,253,124,253,124,169
i5-12490F+RTX 2060s,红方队员,1428,190,1428,293,1465,293,1465,190
i5-12490F+RTX 2060s,足球,191,264,191,366,238,366,238,264
i5-12490F+RTX 2060s,红方队员,827,266,827,371,860,371,860,266
i5-12490F+RTX 2060s,足球,1001,310,1001,413,1041,413,1041,310
i5-12490F+RTX 2060s,红方队员,1283,363,1283,474,1322,474,1322,363
i5-12490F+RTX 2060s,红方队员,419,596,419,725,479,725,479,596
i5-12490F+RTX 2060s,蓝方队员,1802,884,1802,1043,1854,1043,1854,884
i5-12490F+RTX 2060s,红方队员,722,992,722,1079,784,1079,784,992
i5-12490F+RTX 2060s,足球,55,65,55,135,103,135,103,65
i5-12490F+RTX 2060s,红方队员,275,64,275,116,304,116,304,64
i5-12490F+RTX 2060s,红方队员,472,114,472,190,507,190,507,114
i5-12490F+RTX 2060s,红方队员,1199,102,1199,191,1229,191,1229,102
i5-12490F+RTX 2060s,红方队员,2,141,2,217,52,217,52,141
i5-12490F+RTX 2060s,足球,252,139,252,203,284,203,284,139
i5-12490F+RTX 2060s,足球,76,164,76,244,116,244,116,164
i5-12490F+RTX 2060s,足球,577,157,577,238,610,238,610,157
i5-12490F+RTX 2060s,红方队员,1428,189,1428,290,1462,290,1462,189
i5-12490F+RTX 2060s,足球,183,263,183,365,237,365,237,263
i5-12490F+RTX 2060s,红方队员,825,266,825,372,858,372,858,266
i5-12490F+RTX 2060s,足球,998,311,998,412,1036,412,1036,311
i5-12490F+RTX 2060s,红方队员,1280,364,1280,471,1319,471,1319,364
i5-12490F+RTX 2060s,红方队员,418,596,418,723,473,723,473,596
i5-12490F+RTX 2060s,蓝方队员,1802,889,1802,1040,1849,1040,1849,889
i5-12490F+RTX 2060s,足球,719,1000,719,1082,785,1082,785,1000
i5-12490F+RTX 2060s,红方队员,270,59,270,117,297,117,297,59
i5-12490F+RTX 2060s,红方队员,467,113,467,189,498,189,498,113
i5-12490F+RTX 2060s,红方队员,1197,105,1197,190,1228,190,1228,105
i5-12490F+RTX 2060s,足球,246,132,246,203,283,203,283,132
i5-12490F+RTX 2060s,足球,66,165,66,245,110,245,110,165
i5-12490F+RTX 2060s,足球,570,156,570,240,602,240,602,156
i5-12490F+RTX 2060s,红方队员,1427,190,1427,288,1458,288,1458,190
i5-12490F+RTX 2060s,足球,173,260,173,367,230,367,230,260
i5-12490F+RTX 2060s,红方队员,819,265,819,370,859,370,859,265
i5-12490F+RTX 2060s,足球,997,309,997,414,1032,414,1032,309
i5-12490F+RTX 2060s,红方队员,1277,364,1277,469,1320,469,1320,364
i5-12490F+RTX 2060s,红方队员,420,598,420,719,470,719,470,598
i5-12490F+RTX 2060s,蓝方队员,1797,888,1797,1046,1844,1046,1844,888
i5-12490F+RTX 2060s,红方队员,721,991,721,1080,784,1080,784,991
i5-12490F+RTX 2060s,足球,45,73,45,115,69,115,69,73
i5-12490F+RTX 2060s,足球,54,83,54,132,82,132,82,83
i5-12490F+RTX 2060s,足球,244,127,244,198,279,198,279,127
i5-12490F+RTX 2060s,红方队员,461,112,461,189,490,189,490,112
i5-12490F+RTX 2060s,红方队员,1195,105,1195,191,1229,191,1229,105
i5-12490F+RTX 2060s,足球,60,166,60,244,103,244,103,166
i5-12490F+RTX 2060s,足球,564,157,564,240,601,240,601,157
i5-12490F+RTX 2060s,红方队员,1426,188,1426,290,1457,290,1457,188
i5-12490F+RTX 2060s,足球,170,261,170,367,219,367,219,261
i5-12490F+RTX 2060s,红方队员,812,266,812,369,854,369,854,266
i5-12490F+RTX 2060s,足球,995,308,995,414,1029,414,1029,308
i5-12490F+RTX 2060s,红方队员,1274,368,1274,468,1318,468,1318,368
i5-12490F+RTX 2060s,红方队员,413,598,413,719,464,719,464,598
i5-12490F+RTX 2060s,蓝方队员,1792,892,1792,1037,1839,1037,1839,892
i5-12490F+RTX 2060s,红方队员,721,992,721,1080,784,1080,784,992
i5-12490F+RTX 2060s,足球,45,74,45,122,71,122,71,74
i5-12490F+RTX 2060s,足球,238,128,238,197,270,197,270,128
i5-12490F+RTX 2060s,红方队员,455,110,455,189,486,189,486,110
i5-12490F+RTX 2060s,红方队员,1186,105,1186,189,1227,189,1227,105
i5-12490F+RTX 2060s,足球,57,164,57,244,98,244,98,164
i5-12490F+RTX 2060s,足球,559,157,559,241,596,241,596,157
i5-12490F+RTX 2060s,红方队员,1423,190,1423,289,1448,289,1448,190
i5-12490F+RTX 2060s,足球,166,263,166,367,212,367,212,263
i5-12490F+RTX 2060s,红方队员,804,268,804,368,852,368,852,268
i5-12490F+RTX 2060s,足球,992,308,992,414,1027,414,1027,308
i5-12490F+RTX 2060s,红方队员,1273,367,1273,468,1318,468,1318,367
i5-12490F+RTX 2060s,红方队员,411,597,411,716,465,716,465,597
i5-12490F+RTX 2060s,蓝方队员,1790,895,1790,1034,1835,1034,1835,895
i5-12490F+RTX 2060s,红方队员,721,992,721,1080,784,1080,784,992
i5-12490F+RTX 2060s,足球,40,73,40,124,67,124,67,73
i5-12490F+RTX 2060s,红方队员,1183,100,1183,186,1225,186,1225,100
i5-12490F+RTX 2060s,足球,236,126,236,198,268,198,268,126
i5-12490F+RTX 2060s,红方队员,442,109,442,187,480,187,480,109
i5-12490F+RTX 2060s,足球,47,162,47,242,84,242,84,162
i5-12490F+RTX 2060s,足球,552,158,552,244,595,244,595,158
i5-12490F+RTX 2060s,红方队员,1421,190,1421,291,1446,291,1446,190
i5-12490F+RTX 2060s,足球,157,270,157,366,198,366,198,270
i5-12490F+RTX 2060s,红方队员,802,268,802,368,850,368,850,268
i5-12490F+RTX 2060s,足球,991,308,991,413,1024,413,1024,308
i5-12490F+RTX 2060s,红方队员,1266,359,1266,464,1308,464,1308,359
i5-12490F+RTX 2060s,红方队员,414,598,414,715,457,715,457,598
i5-12490F+RTX 2060s,蓝方队员,1777,895,1777,1032,1829,1032,1829,895
i5-12490F+RTX 2060s,红方队员,722,992,722,1080,784,1080,784,992
i5-12490F+RTX 2060s,足球,32,70,32,123,61,123,61,70
i5-12490F+RTX 2060s,足球,232,123,232,192,263,192,263,123
i5-12490F+RTX 2060s,红方队员,434,108,434,185,474,185,474,108
i5-12490F+RTX 2060s,红方队员,1176,104,1176,191,1225,191,1225,104
i5-12490F+RTX 2060s,足球,37,161,37,241,78,241,78,161
i5-12490F+RTX 2060s,足球,549,159,549,243,589,243,589,159
i5-12490F+RTX 2060s,红方队员,1417,189,1417,290,1444,290,1444,189
i5-12490F+RTX 2060s,足球,148,271,148,368,194,368,194,271
i5-12490F+RTX 2060s,红方队员,800,267,800,369,848,369,848,267
i5-12490F+RTX 2060s,足球,990,308,990,412,1022,412,1022,308
i5-12490F+RTX 2060s,红方队员,1263,362,1263,464,1307,464,1307,362
i5-12490F+RTX 2060s,红方队员,413,594,413,715,457,715,457,594
i5-12490F+RTX 2060s,蓝方队员,1775,892,1775,1036,1827,1036,1827,892
i5-12490F+RTX 2060s,红方队员,722,992,722,1080,784,1080,784,992
i5-12490F+RTX 2060s,足球,26,70,26,126,57,126,57,70
i5-12490F+RTX 2060s,红方队员,429,105,429,181,467,181,467,105
i5-12490F+RTX 2060s,足球,228,120,228,197,263,197,263,120
i5-12490F+RTX 2060s,红方队员,1176,107,1176,191,1219,191,1219,107
i5-12490F+RTX 2060s,足球,26,162,26,242,69,242,69,162
i5-12490F+RTX 2060s,足球,547,160,547,242,585,242,585,160
i5-12490F+RTX 2060s,红方队员,1412,190,1412,291,1442,291,1442,190
i5-12490F+RTX 2060s,足球,143,271,143,366,186,366,186,271
i5-12490F+RTX 2060s,红方队员,798,265,798,368,847,368,847,265
i5-12490F+RTX 2060s,足球,988,307,988,411,1019,411,1019,307
i5-12490F+RTX 2060s,红方队员,1263,359,1263,465,1303,465,1303,359
i5-12490F+RTX 2060s,红方队员,414,588,414,716,457,716,457,588
i5-12490F+RTX 2060s,蓝方队员,1767,894,1767,1034,1826,1034,1826,894
i5-12490F+RTX 2060s,红方队员,721,992,721,1079,784,1079,784,992
i5-12490F+RTX 2060s,足球,13,74,13,121,40,121,40,74
i5-12490F+RTX 2060s,红方队员,427,105,427,179,465,179,465,105
i5-12490F+RTX 2060s,足球,219,123,219,197,263,197,263,123
i5-12490F+RTX 2060s,红方队员,1175,105,1175,190,1216,190,1216,105
i5-12490F+RTX 2060s,足球,27,162,27,240,61,240,61,162
i5-12490F+RTX 2060s,足球,547,159,547,243,579,243,579,159
i5-12490F+RTX 2060s,红方队员,1403,191,1403,293,1437,293,1437,191
i5-12490F+RTX 2060s,足球,135,271,135,366,180,366,180,271
i5-12490F+RTX 2060s,红方队员,795,267,795,367,844,367,844,267
i5-12490F+RTX 2060s,足球,985,309,985,411,1018,411,1018,309
i5-12490F+RTX 2060s,红方队员,1261,357,1261,466,1301,466,1301,357
i5-12490F+RTX 2060s,红方队员,414,581,414,715,458,715,458,581
i5-12490F+RTX 2060s,蓝方队员,1762,892,1762,1042,1825,1042,1825,892
i5-12490F+RTX 2060s,红方队员,722,992,722,1080,784,1080,784,992
i5-12490F+RTX 2060s,红方队员,7,75,7,120,33,120,33,75
i5-12490F+RTX 2060s,足球,13,84,13,133,42,133,42,84
i5-12490F+RTX 2060s,足球,214,121,214,196,261,196,261,121
i5-12490F+RTX 2060s,红方队员,422,107,422,188,453,188,453,107
i5-12490F+RTX 2060s,红方队员,1176,107,1176,190,1214,190,1214,107
i5-12490F+RTX 2060s,足球,20,163,20,242,60,242,60,163
i5-12490F+RTX 2060s,足球,544,159,544,244,574,244,574,159
i5-12490F+RTX 2060s,红方队员,1397,191,1397,294,1435,294,1435,191
i5-12490F+RTX 2060s,足球,128,273,128,367,179,367,179,273
i5-12490F+RTX 2060s,红方队员,798,264,798,367,842,367,842,264
i5-12490F+RTX 2060s,足球,983,309,983,409,1016,409,1016,309
i5-12490F+RTX 2060s,红方队员,1257,352,1257,468,1294,468,1294,352
i5-12490F+RTX 2060s,红方队员,413,574,413,719,457,719,457,574
i5-12490F+RTX 2060s,蓝方队员,1759,888,1759,1043,1824,1043,1824,888
i5-12490F+RTX 2060s,红方队员,721,992,721,1080,783,1080,783,992
i5-12490F+RTX 2060s,红方队员,1,72,1,125,25,125,25,72
i5-12490F+RTX 2060s,红方队员,412,100,412,183,444,183,444,100
i5-12490F+RTX 2060s,足球,209,119,209,192,257,192,257,119
i5-12490F+RTX 2060s,红方队员,1175,107,1175,189,1209,189,1209,107
i5-12490F+RTX 2060s,足球,9,159,9,239,50,239,50,159
i5-12490F+RTX 2060s,足球,542,158,542,243,572,243,572,158
i5-12490F+RTX 2060s,红方队员,1393,194,1393,293,1434,293,1434,194
i5-12490F+RTX 2060s,足球,120,274,120,365,180,365,180,274
i5-12490F+RTX 2060s,红方队员,797,263,797,366,836,366,836,263
i5-12490F+RTX 2060s,足球,982,310,982,410,1017,410,1017,310
i5-12490F+RTX 2060s,红方队员,1251,350,1251,469,1290,469,1290,350
i5-12490F+RTX 2060s,红方队员,411,575,411,716,457,716,457,575
i5-12490F+RTX 2060s,蓝方队员,1758,892,1758,1044,1823,1044,1823,892
i5-12490F+RTX 2060s,红方队员,721,991,721,1080,783,1080,783,991
i5-12490F+RTX 2060s,红方队员,403,102,403,181,437,181,437,102
i5-12490F+RTX 2060s,足球,205,118,205,192,256,192,256,118
i5-12490F+RTX 2060s,红方队员,1173,106,1173,189,1206,189,1206,106
i5-12490F+RTX 2060s,足球,1,160,1,240,48,240,48,160
i5-12490F+RTX 2060s,足球,533,157,533,243,565,243,565,157
i5-12490F+RTX 2060s,红方队员,1391,194,1391,294,1434,294,1434,194
i5-12490F+RTX 2060s,足球,106,270,106,363,171,363,171,270
i5-12490F+RTX 2060s,红方队员,797,263,797,366,833,366,833,263
i5-12490F+RTX 2060s,足球,972,309,972,412,1009,412,1009,309
i5-12490F+RTX 2060s,红方队员,1248,351,1248,466,1285,466,1285,351
i5-12490F+RTX 2060s,红方队员,409,585,409,696,459,696,459,585
i5-12490F+RTX 2060s,蓝方队员,1754,892,1754,1046,1820,1046,1820,892
i5-12490F+RTX 2060s,红方队员,721,991,721,1080,783,1080,783,991
i5-12490F+RTX 2060s,蓝方队员,1737,898,1737,1039,1824,1039,1824,898
i5-12490F+RTX 2060s,红方队员,398,103,398,180,431,180,431,103
i5-12490F+RTX 2060s,足球,198,118,198,192,254,192,254,118
i5-12490F+RTX 2060s,红方队员,1170,105,1170,189,1201,189,1201,105
i5-12490F+RTX 2060s,足球,532,158,532,244,564,244,564,158
i5-12490F+RTX 2060s,红方队员,1389,191,1389,294,1428,294,1428,191
i5-12490F+RTX 2060s,足球,100,270,100,362,161,362,161,270
i5-12490F+RTX 2060s,红方队员,797,263,797,365,833,365,833,263
i5-12490F+RTX 2060s,足球,971,310,971,413,1009,413,1009,310
i5-12490F+RTX 2060s,红方队员,1247,351,1247,463,1280,463,1280,351
i5-12490F+RTX 2060s,红方队员,408,587,408,695,457,695,457,587
i5-12490F+RTX 2060s,红方队员,721,991,721,1081,783,1081,783,991
i5-12490F+RTX 2060s,蓝方队员,1736,894,1736,1039,1822,1039,1822,894
i5-12490F+RTX 2060s,红方队员,393,105,393,178,427,178,427,105
i5-12490F+RTX 2060s,红方队员,1169,102,1169,182,1200,182,1200,102
i5-12490F+RTX 2060s,足球,187,117,187,190,236,190,236,117
i5-12490F+RTX 2060s,足球,523,159,523,245,563,245,563,159
i5-12490F+RTX 2060s,红方队员,1389,191,1389,293,1424,293,1424,191
i5-12490F+RTX 2060s,足球,98,274,98,362,143,362,143,274
i5-12490F+RTX 2060s,红方队员,791,262,791,368,825,368,825,262
i5-12490F+RTX 2060s,足球,970,312,970,413,1009,413,1009,312
i5-12490F+RTX 2060s,红方队员,1244,351,1244,464,1279,464,1279,351
i5-12490F+RTX 2060s,红方队员,409,584,409,696,457,696,457,584
i5-12490F+RTX 2060s,红方队员,722,991,722,1081,783,1081,783,991
i5-12490F+RTX 2060s,蓝方队员,1736,894,1736,1040,1819,1040,1819,894
i5-12490F+RTX 2060s,红方队员,385,103,385,181,418,181,418,103
i5-12490F+RTX 2060s,足球,178,116,178,190,230,190,230,116
